2014/07/05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.1
2014/07/06
0
0
0
0
0
0
0
0
0.6
0.2
0.1
0.2
0
0
0.5
0.1
0
0.1
0.3
0.4
0.3
0.9
0.4
0.2
2014/07/07
0
0
0
0
0
0
0
0
0
0
0.3
0
0.1
0
0
0
0
0
0
0
0
0
0
0
2014/07/13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4
3.4
2.1
3.2
4
2.8
3.5
0.9
0.2
2014/07/14
0.2
0.1
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/07/15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.1
0
0
0.2
0
0
0
0
0
0
2014/07/16
0.1
0.8
1.5
2.3
1.7
0.9
0.9
0.6
0.4
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
2014/07/22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.2
0.6
0
0
2014/07/23
0
0
0.1
0.4
1.1
3.4
0.9
0.9
4.7
0.4
0
0.1
0.2
0.6
0.6
0.1
0.1
0
0.1
0
0
0
0
0
2014/07/27
0
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/07/30
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.6
0
0
0
0
0
0
0
0
0
2014/08/01
0
0
0
0
0
0
0
0.3
0
0
0
0.3
0.2
0.7
0.3
0.1
0.4
0.1
0
0
0
0
0
0
2014/08/04
0
0
0
0
0.6
0.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/08/23
0
0
0
0
0
0.3
0.1
0.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/08/24
0
0
0
0.3
0.1
0
0.7
0.3
0.2
0.5
1
2.4
0.9
0.4
0
0.1
0
0
1.5
4
0.6
0
0
0
2014/08/25
0
0
0
0.5
0
0
0
0.6
0
0
0
0
0.2
0.3
0.3
1.2
3.5
1.9
0.3
0
0
0
0
0
2014/08/26
0
0
0
0
0
0
0
0
0
0
0
0
0
0.1
0.1
0.1
0.4
0.5
0.6
0.8
0.4
0
0
0
2014/09/05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
1
2014/09/06
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0.4
0
0
0.2
1.2
0.6
0.6
0.3
1
1.4
2014/09/07
1.3
0.6
0.2
0
0
0
0.1
1.1
0
0.2
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/09/10
0
0.3
0.2
0.2
0.7
0.6
0.6
0.8
0
1.8
2.2
1.1
0
0
0
0
0
0
0
0
0
0
0
0
2014/09/15
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2014/09/24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.5
1
2.4
2.6
1.2
0
0
0
0
0
2015/07/04
0
0
0
0
0
0
0
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2015/07/12
0
0
0
0
0
0
0
0
0
0.2
0.8
0.6
0.2
0.5
0.2
0.1
0.1
0
0
0
0
0
0
0
2015/07/14
0
0
0
0
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2015/07/31
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0
0
0
0
0.1
0
0
0
0
0.6
2.6
2015/08/01
2.7
2.2
1.5
1.7
3.3
4.1
7.9
15.9
9
5.5
3.5
2.1
0
0
0
0
0
0
0
0
0
0
0
0
2015/08/02
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3
0.4
0.6
1.3
0.1
2015/08/03
0
0
1.1
0.6
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2015/08/06
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.2
9
2015/08/07
5.3
0.9
0.4
0.4
0.5
1.4
2
1.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2015/08/08
0
0
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2015/08/09
0
0
0
0
0
0
0
0
0
