3
1
2
2
2
1
21
3
2
13
3
4
1
2
2
7
1
4
1
12
1
2
6
1
3
6
6
1
14
1
3
8
3
1
2
5
1
4
2
5
7
1
1
2
1
4
14
1
1
1
4
8
3
1
8
3
2
2
1
9
1
3
4
7
3
2
3
18
1
2
1
7
1
2
3
1
4
1
1
2
10
2
2
2
8
2
1
1
7
2
4
1
2
5
2
5
2
15
1
3
8
5
1
13
7
1
1
3
1
6
16
12
1
1
1
2
1
3
2
2
1
7
7
1
2
5
1
6
8
8
11
12
2
1
13
3
8
3
1
2
1
8
6
3
6
8
6
1
10
2
3
2
1
3
1
1
3
8
1
7
6
1
1
2
2
4
19
1
1
13
2
17
2
2
1
2
3
1
5
